City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,san sebastian de la gomera,28.0916,-17.1133,31.2,16,0,4.12,ES,1731258602
362,quixeramobim,-5.1992,-39.2928,37.45,19,74,3.53,BR,1731258345
363,grand falls-windsor,48.9332,-55.6649,2.67,56,11,6.56,CA,1731258604
364,san luis de la loma,17.2706,-100.8939,29.49,71,58,1.99,MX,1731258605
365,qusar,41.4273,48.4289,5.91,89,25,0.67,AZ,1731258606
366,yeppoon,-23.1333,150.7333,23.19,85,89,4.74,AU,1731258607
367,freetown,8.484,-13.2299,28.69,66,40,2.26,SL,1731258608
368,punaauia,-17.6333,-149.6,26.8,78,75,2.06,PF,1731258534
369,sidrolandia,-20.9319,-54.9614,35.22,26,0,2.41,BR,1731258612
370,koulikoro,14.0,-7.75,32.33,15,8,3.17,ML,1731258613
371,mayahi,13.9553,7.6712,27.11,14,76,3.58,NE,1731258614
372,pirapora,-17.345,-44.9419,29.7,61,53,1.03,BR,1731258615
373,ed damer,17.5928,33.9592,33.25,28,12,5.29,SD,1731258616
374,malango,-2.9627,119.9001,18.87,98,21,1.11,ID,1731258618
375,polyarnyy,69.1989,33.4478,2.98,93,100,4.02,RU,1731258499
376,patong,7.8961,98.2966,27.08,80,95,2.54,TH,1731258620
377,cangucu,-31.395,-52.6756,23.25,46,0,3.63,BR,1731258622
378,uryupinsk,50.8047,42.0138,5.34,62,100,3.4,RU,1731258623
379,nabire,-3.3667,135.4833,24.17,92,77,1.67,ID,1731258624
380,kangding,30.0513,101.9603,8.6,64,31,2.02,CN,1731258625
381,pacific grove,36.6177,-121.9166,14.68,75,0,1.79,US,1731258626
382,oranjestad,12.524,-70.027,30.51,76,20,3.09,AW,1731258421
383,warud,21.4667,78.2667,21.93,54,0,2.32,IN,1731258629
384,labrador city,52.9463,-66.9114,0.66,80,99,4.02,CA,1731258436
385,bandar-e genaveh,29.5791,50.517,26.99,56,86,5.08,IR,1731258434
386,sitka,57.0531,-135.33,7.94,61,75,9.77,US,1731258632
387,brownsville,25.9018,-97.4975,29.41,61,40,4.12,US,1731258538
388,letpandan,17.7833,95.75,22.73,94,6,3.71,MM,1731258635
389,fale old settlement,-9.3852,-171.2468,28.07,72,96,5.23,TK,1731258636
390,kismayo,-0.3582,42.5454,27.05,82,64,4.93,SO,1731258637
391,la sarre,48.8002,-79.1996,6.49,67,100,3.02,CA,1731258638
392,hengchun,22.0042,120.7439,25.65,83,42,7.67,TW,1731258640
393,jining,35.405,116.5814,16.1,83,100,1.76,CN,1731258641
394,corner brook,48.9667,-57.9484,2.46,61,10,6.31,CA,1731258643
395,mirabad,30.4362,61.8383,17.74,38,75,3.99,AF,1731258644
396,ariquemes,-9.9133,-63.0408,34.05,46,100,2.17,BR,1731258645
397,tura,25.5198,90.2201,19.95,90,0,1.57,IN,1731258646
398,quellon,-43.1167,-73.6167,8.28,95,100,4.02,CL,1731258350
399,umm kaddadah,13.6017,26.6876,28.75,16,34,5.53,SD,1731258648
400,ust'-kut,56.7938,105.7672,-12.18,97,90,1.27,RU,1731258459
401,borujen,31.9652,51.2873,11.36,36,100,1.06,IR,1731258496
402,foumban,5.7291,10.9001,20.39,67,65,0.2,CM,1731258577
403,leava,-14.3,-178.1667,27.11,80,92,7.17,WF,1731258652
404,coquimbo,-29.9533,-71.3436,18.85,68,20,6.17,CL,1731258532
405,metahara,8.9,39.9167,26.06,37,23,2.28,ET,1731258654
406,ulsteinvik,62.3432,5.8487,9.86,65,99,3.58,NO,1731258655
407,karatas,36.582,35.3701,21.73,48,71,9.78,TR,1731258656
408,portland,45.5234,-122.6762,10.61,91,100,0.45,US,1731258378
409,inarajan village,13.2736,144.7484,27.54,89,100,7.89,GU,1731258659
410,beira,-19.8436,34.8389,27.05,78,20,6.55,MZ,1731258660
411,villa ocampo,-28.4875,-59.3551,33.39,27,0,3.64,AR,1731258661
412,maputo,-25.9653,32.5892,23.82,88,75,4.63,MZ,1731258662
413,banda aceh,5.5577,95.3222,27.15,75,100,1.11,ID,1731258663
414,baturaja,-4.1333,104.1667,24.14,96,100,1.01,ID,1731258664
415,neiafu,-18.65,-173.9833,25.38,78,75,7.2,TO,1731258665
416,tabou,4.423,-7.3528,27.45,74,57,2.93,CI,1731258666
417,konstantinovsk,47.5828,41.0922,6.02,67,0,1.98,RU,1731258668
418,sinjai,-5.1241,120.253,24.5,87,84,1.66,ID,1731258669
419,sadjoavato,-12.6334,49.349,24.47,83,11,2.49,MG,1731258670
420,backa palanka,45.2508,19.3919,6.81,50,1,2.93,RS,1731258671
421,kimbe,-5.5502,150.1429,24.6,93,100,1.34,PG,1731258672
422,dongola,19.1667,30.4833,26.1,22,3,6.07,SD,1731258673
423,garbahaarrey,3.3289,42.2209,28.07,62,68,1.34,SO,1731258674
424,laojunmiao,39.8333,97.7333,3.4,60,96,0.61,CN,1731258600
425,kalmunai,7.4167,81.8167,25.98,83,37,3.97,LK,1731258676
426,wuyishan,28.0047,117.8114,16.59,95,34,0.49,CN,1731258678
427,oroqen zizhiqi,50.5667,123.7167,-11.28,96,8,0.56,CN,1731258679
428,morehead city,34.7229,-76.726,24.0,63,75,4.63,US,1731258680
429,marka,1.7159,44.7717,26.89,83,80,4.25,SO,1731258681
430,williams lake,52.1415,-122.1445,5.16,80,100,3.72,CA,1731258683
431,sinop,41.7711,34.8709,8.63,76,96,1.58,TR,1731258684
432,igarka,67.4667,86.5833,-11.33,94,100,4.84,RU,1731258685
433,keila,59.3036,24.4131,4.01,85,100,1.51,EE,1731258686
434,forster,-32.1667,152.5167,19.65,90,100,2.83,AU,1731258687
435,vero beach,27.6386,-80.3973,27.8,77,75,7.72,US,1731258552
436,jiexiu,37.0244,111.9125,11.98,72,27,1.09,CN,1731258689
437,lamu,-2.2717,40.902,26.56,83,68,4.51,KE,1731258690
438,geraldton,-28.7667,114.6,17.23,82,0,7.2,AU,1731258691
439,ketchikan,55.3422,-131.6461,6.99,75,100,10.8,US,1731258692
440,at turrah,32.6414,35.9919,17.69,78,0,6.87,JO,1731258693
441,broome,42.2506,-75.833,12.61,43,0,5.14,US,1731258694
442,sao gabriel da cachoeira,-0.1303,-67.0892,29.86,68,99,0.8,BR,1731258695
443,sibolga,1.7427,98.7792,25.19,86,69,0.96,ID,1731258698
444,olyokminsk,60.3736,120.4264,-16.17,99,91,1.49,RU,1731258699
445,kyshtovka,56.555,76.6271,-6.7,85,100,6.59,RU,1731258700
446,lefkada,38.8275,20.7019,16.66,55,20,2.06,GR,1731258701
447,ofunato,39.0717,141.7167,12.33,92,100,2.97,JP,1731258702
448,richfield,44.8833,-93.283,10.19,95,100,3.6,US,1731258438
449,palikir - national government center,6.9248,158.1611,25.41,94,100,1.54,FM,1731258704
450,hobyo,5.3505,48.5268,27.24,79,9,7.57,SO,1731258705
451,los llanos de aridane,28.6585,-17.9182,24.86,39,0,3.09,ES,1731258706
452,lieksa,63.3167,30.0167,1.88,68,80,1.71,FI,1731258707
453,sambava,-14.2667,50.1667,24.99,90,2,3.0,MG,1731258708
454,mount pleasant,32.7941,-79.8626,24.47,79,0,2.06,US,1731258709
455,khromtau,50.2503,58.4347,-0.25,93,87,8.8,KZ,1731258710
456,tocopilla,-22.092,-70.1979,21.47,64,37,2.94,CL,1731258711
457,baringo,0.4667,35.9667,25.05,50,99,2.26,KE,1731258712
458,makungu,-8.7333,35.2833,21.79,67,82,3.17,TZ,1731258713
459,itaituba,-4.2761,-55.9836,41.47,20,37,1.79,BR,1731258714
460,skvyra,49.7318,29.6657,3.85,70,25,2.39,UA,1731258715
461,zuera,41.8677,-0.7898,16.59,65,97,6.4,ES,1731258717
462,arraial do cabo,-22.9661,-42.0278,24.92,69,40,5.66,BR,1731258718
463,jatoba,-9.1831,-38.2689,38.6,21,88,4.58,BR,1731258719
464,playa del ingles,27.7567,-15.5787,28.86,41,0,3.98,ES,1731258581
465,novogornyy,55.63,60.7919,-6.54,81,40,4.81,RU,1731258721
466,kuta,-8.7233,115.1723,28.97,89,20,1.54,ID,1731258722
467,okhotsk,59.3833,143.3,-11.13,71,100,5.39,RU,1731258723
468,an nuhud,12.7,28.4333,28.04,19,60,5.39,SD,1731258724
469,kushnarenkovo,55.105,55.3508,-4.15,85,26,4.42,RU,1731258726
470,ciudad lazaro cardenas,17.9583,-102.2,29.64,66,82,0.95,MX,1731258642
471,tindouf,27.6711,-8.1474,29.34,15,4,1.2,DZ,1731258728
472,vetluga,57.8557,45.781,-1.57,79,13,1.95,RU,1731258729
473,ishigaki,24.3448,124.1572,25.69,83,77,6.76,JP,1731258730
474,karpinsk,59.7654,60.0085,-6.12,70,82,4.7,RU,1731258731
475,barah,13.7,30.3667,28.98,20,76,5.5,SD,1731258732
476,sao joao dos patos,-6.495,-43.7022,33.74,34,88,2.16,BR,1731258733
477,arawa,-6.2132,155.5367,24.38,90,95,0.67,PG,1731258734
478,sanford,28.8006,-81.2731,30.06,72,100,3.6,US,1731258736
479,pyin oo lwin,22.0333,96.4667,16.21,95,43,0.61,MM,1731258737
480,dickinson,29.4608,-95.0513,26.16,88,100,4.12,US,1731258724
481,tanabe,33.7333,135.3667,17.22,93,100,2.04,JP,1731258739
482,impfondo,1.6381,18.0667,21.59,92,99,0.23,CG,1731258741
483,prince rupert,54.3161,-130.3201,7.83,77,100,17.49,CA,1731258742
484,punta del este,-34.9667,-54.95,29.06,37,0,4.12,UY,1731258743
485,carutapera,-1.195,-46.02,31.37,54,14,4.82,BR,1731258744
486,khorinsk,52.1657,109.7726,-6.54,97,100,0.74,RU,1731258745
487,bandarbeyla,9.4942,50.8122,26.63,79,85,8.08,SO,1731258747
488,fisterra,42.9049,-9.2629,16.71,96,100,4.71,ES,1731258748
489,sattahip,12.6664,100.9007,26.05,83,20,2.06,TH,1731258749
490,shevchenko,48.5,35.0,6.55,61,37,2.12,UA,1731258750
491,sao felix do xingu,-6.6447,-51.995,36.57,30,99,1.62,BR,1731258751
492,sisimiut,66.9395,-53.6735,-5.86,85,93,3.98,GL,1731258752
493,chamzinka,54.4019,45.7839,2.23,81,100,3.56,RU,1731258753
494,lubango,-14.9172,13.4925,17.98,86,95,1.97,AO,1731258754
495,erie,42.7667,-78.6664,11.86,74,95,3.38,US,1731258756
496,burang,30.25,81.1667,-0.67,75,23,1.5,CN,1731258757
497,mahina,-17.5065,-149.489,26.87,78,75,2.06,PF,1731258758
498,pauls valley,34.7401,-97.2223,18.01,54,0,2.14,US,1731258759
499,emerald,-23.5333,148.1667,23.52,73,100,4.37,AU,1731258672
500,broadstairs,51.3591,1.4394,9.87,85,44,0.45,GB,1731258692
501,winnemucca,40.973,-117.7357,3.03,60,0,0.0,US,1731258763
502,hecun,36.5333,114.1111,11.84,73,23,1.27,CN,1731258764
503,giyani,-23.3025,30.7187,31.31,33,69,2.19,ZA,1731258765
504,porto novo,6.4965,2.6036,28.9,69,47,3.41,BJ,1731258766
505,dedenevo,56.25,37.5167,1.98,79,55,3.02,RU,1731258767
506,krasnokamensk,50.0979,118.0369,-3.81,45,99,2.36,RU,1731258768
507,goz beida,13.95,20.55,29.8,19,100,3.73,TD,1731258769
508,yishui,35.7847,118.6281,14.99,71,100,1.69,CN,1731258770
509,dudinka,69.4058,86.1778,-23.17,96,80,3.28,RU,1731258771
510,xilin hot,43.9667,116.0333,6.57,44,100,8.48,CN,1731258772
511,maintirano,-18.0667,44.0167,26.86,75,2,3.91,MG,1731258773
512,port-vila,-17.7338,168.3219,18.78,94,40,1.03,VU,1731258774
513,puerto aysen,-45.4,-72.7,9.16,96,100,2.08,CL,1731258722
514,tomohon,1.3346,124.8392,19.52,97,30,0.46,ID,1731258776
515,kodinsk,58.6881,99.1844,-9.71,95,55,2.22,RU,1731258777
516,krasnoarmeysk,51.0239,45.6969,1.91,81,7,3.12,RU,1731258779
517,glencoe,-28.1783,30.147,18.71,78,100,0.72,ZA,1731258780
518,mayma,52.0197,85.9114,3.46,53,100,4.02,RU,1731258781
519,freeport,40.6576,-73.5832,14.45,55,0,6.69,US,1731258484
520,vic-en-bigorre,43.3833,0.05,14.37,80,100,1.74,FR,1731258784
521,paidha,2.4167,30.9855,16.71,90,99,2.98,UG,1731258785
522,aldinga beach,-35.2793,138.4604,17.59,80,88,3.94,AU,1731258787
523,sungai penuh,-2.0833,101.3833,19.47,97,100,0.73,ID,1731258788
524,kitimat,54.0524,-128.6534,1.62,29,100,0.85,CA,1731258790
525,yorkton,51.2167,-102.4677,-0.09,100,100,5.66,CA,1731258543
526,surgut,61.25,73.4167,-9.9,92,75,8.0,RU,1731258792
527,paimio,60.4567,22.6869,3.52,95,100,1.62,FI,1731258793
528,argo,37.6333,22.7333,11.7,64,1,2.68,GR,1731258794
529,tidjikja,18.5564,-11.4271,30.85,9,30,5.64,MR,1731258795
530,laayoune,27.1622,-13.2032,29.19,37,0,5.66,EH,1731258796
531,chu,43.5983,73.7614,6.16,70,0,1.94,KZ,1731258797
532,yei,4.095,30.6779,21.58,88,76,1.62,SS,1731258749
533,boende,-0.2167,20.8667,20.83,99,100,0.72,CD,1731258800
534,tbeng meanchey,13.8167,104.9667,23.04,91,99,1.09,KH,1731258801
535,antalaha,-14.9003,50.2788,24.63,92,6,2.88,MG,1731258802
536,divrigi,39.371,38.1137,9.88,32,100,1.56,TR,1731258803
537,dabeiba,7.0017,-76.2672,25.44,81,99,0.87,CO,1731258804
538,midvagur,62.0511,-7.1939,9.46,87,100,5.66,FO,1731258805
539,shakawe,-18.3667,21.85,29.89,36,83,1.62,BW,1731258806
540,napili-honokowai,20.9708,-156.6705,24.54,84,6,6.9,US,1731258807
541,lyepyel',54.8814,28.6932,5.72,80,100,0.53,BY,1731258808
542,manokwari,-0.8667,134.0833,25.75,82,55,2.68,ID,1731258809
543,flin flon,54.7682,-101.865,0.91,93,100,2.57,CA,1731258810
544,robertsport,6.7533,-11.3686,27.85,73,23,5.39,LR,1731258811
545,heber springs,35.4915,-92.0313,21.48,54,29,3.11,US,1731258812
546,cannonvale,-20.2833,148.7,24.66,78,41,4.26,AU,1731258813
547,hatillo,18.4863,-66.8254,25.62,90,100,10.0,PR,1731258814
548,mugia,43.1041,-9.2179,16.62,97,100,2.95,ES,1731258816
549,las khorey,11.1595,48.1967,26.89,73,64,3.71,SO,1731258817
550,tonj,7.2737,28.6822,27.52,55,99,1.58,SS,1731258818
551,rabaul,-4.1967,152.1721,26.3,81,100,2.37,PG,1731258819
552,buka,40.8108,69.1986,9.04,57,49,2.6,UZ,1731258527
553,fauske,67.2588,15.3918,3.9,59,9,2.26,NO,1731258821
554,tughyl,47.7252,84.2063,3.48,87,100,0.61,KZ,1731258822
555,soio,-6.1349,12.3689,25.64,82,64,2.47,AO,1731258823
556,boromo,11.75,-2.9333,32.49,20,46,3.27,BF,1731258824
557,kone,-21.0595,164.8658,22.27,75,30,0.9,NC,1731258826
558,mwene-ditu,-7.0,23.45,19.17,97,79,1.98,CD,1731258827
559,paghman,34.5875,68.9533,7.94,47,49,0.6,AF,1731258766
560,reggane,26.7158,0.1714,28.29,21,100,1.56,DZ,1731258829
561,zhalantun,48.0,122.7167,-3.58,44,30,1.51,CN,1731258830
562,larache,35.1932,-6.1557,19.53,79,2,4.56,MA,1731258831
563,greenville,35.6127,-77.3663,22.01,65,0,3.09,US,1731258832
564,pangody,65.85,74.4859,-8.01,93,100,10.29,RU,1731258833
565,wenatchee,47.4235,-120.3103,8.26,93,100,0.0,US,1731258834
566,karasburg,-28.0167,18.75,20.55,28,0,9.76,,1731258835
567,viedma,-40.8135,-62.9967,17.92,23,100,3.05,AR,1731258751
568,shenjiamen,29.9576,122.298,18.94,90,100,6.02,CN,1731258837
569,kingscliff,-28.2667,153.5667,21.89,94,100,4.12,AU,1731258838
